Label,category,Vocabulary ID,Parent,GrandParent,GreatGrandParent,GreatGreatGrandParent,GreatGreatGreatGrandParent,n
"Spasms, Infantile",C,C10.228.140.490.493.875,Epileptic Syndromes,Epilepsy,Brain Diseases,Central Nervous System Diseases,Nervous System Diseases,2
Spinal Diseases,C,C05.116.900,Bone Diseases,Musculoskeletal Diseases,NULL,NULL,NULL,2
Spinal Fractures,C,C26.404.812,"Fractures, Bone",Wounds and Injuries,NULL,NULL,NULL,2
Spinal Fractures,C,C26.117.500.500,Spinal Injuries,Back Injuries,Wounds and Injuries,NULL,NULL,2
Splenic Diseases,C,C15.604.744,Lymphatic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,NULL,2
Sporotrichosis,C,C17.800.838.208.675,Dermatomycoses,"Skin Diseases, Infectious",Skin Diseases,Skin and Connective Tissue Diseases,NULL,2
Sporotrichosis,C,C01.150.703.302.675,Dermatomycoses,Mycoses,Bacterial Infections and Mycoses,Infections,NULL,2
Sporotrichosis,C,C01.800.200.675,Dermatomycoses,"Skin Diseases, Infectious",Infections,NULL,NULL,2
Spotted Fever Group Rickettsiosis,C,C01.920.930.887,Tick-Borne Diseases,Vector Borne Diseases,Infections,NULL,NULL,2
Spotted Fever Group Rickettsiosis,C,C01.150.252.400.789.725.400,Rickettsia Infections,Rickettsiaceae Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,2
Squamous Intraepithelial Lesions of the Cervix,C,C04.834.818.500,Uterine Cervical Dysplasia,Precancerous Conditions,Neoplasms,NULL,NULL,2
Squamous Intraepithelial Lesions of the Cervix,C,C23.149.688.500,Squamous Intraepithelial Lesions,Morphological and Microscopic Findings,"Pathological Conditions, Signs and Symptoms",NULL,NULL,2
Squamous Intraepithelial Lesions of the Cervix,C,C13.351.500.852.593.074.500,Uterine Cervical Dysplasia,Uterine Cervical Diseases,Uterine Diseases,"Genital Diseases, Female",Female Urogenital Diseases,2
Surgical Wound Dehiscence,C,C23.550.767.887,Postoperative Complications,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,2
Syncope,C,C23.888.592.604.359.800.600,Unconsciousness,Consciousness Disorders,Neurobehavioral Manifestations,Neurologic Manifestations,Signs and Symptoms,2
Syncope,C,C10.597.606.358.800.600,Unconsciousness,Consciousness Disorders,Neurobehavioral Manifestations,Neurologic Manifestations,Nervous System Diseases,2
"Tachycardia, Supraventricular",C,C14.280.067.845.880,Tachycardia,"Arrhythmias, Cardiac",Heart Diseases,Cardiovascular Diseases,NULL,2
"Tachycardia, Supraventricular",C,C14.280.123.875.880,Tachycardia,Cardiac Conduction System Disease,Heart Diseases,Cardiovascular Diseases,NULL,2
"Tachycardia, Supraventricular",C,C23.550.073.845.880,Tachycardia,"Arrhythmias, Cardiac",Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,2
Thrombophlebitis,C,C14.907.940.740.910,Phlebitis,Vasculitis,Vascular Diseases,Cardiovascular Diseases,NULL,2
Thrombophlebitis,C,C14.907.355.830.925.770,Venous Thrombosis,Thrombosis,Embolism and Thrombosis,Vascular Diseases,Cardiovascular Diseases,2
Thrombophlebitis,C,C14.907.617.718.788,Phlebitis,Peripheral Vascular Diseases,Vascular Diseases,Cardiovascular Diseases,NULL,2
"Thyroid Cancer, Papillary",C,C19.874.788.400,Thyroid Neoplasms,Thyroid Diseases,Endocrine System Diseases,NULL,NULL,2
"Thyroid Cancer, Papillary",C,C19.344.894.400,Thyroid Neoplasms,Endocrine Gland Neoplasms,Endocrine System Diseases,NULL,NULL,2
"Thyroid Cancer, Papillary",C,C04.588.443.915.400,Thyroid Neoplasms,Head and Neck Neoplasms,Neoplasms by Site,Neoplasms,NULL,2
"Thyroid Cancer, Papillary",C,C04.588.322.894.400,Thyroid Neoplasms,Endocrine Gland Neoplasms,Neoplasms by Site,Neoplasms,NULL,2
"Thyroid Cancer, Papillary",C,C04.557.470.200.025.085.612,"Adenocarcinoma, Papillary",Adenocarcinoma,Carcinoma,"Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,2
Tinea,C,C01.800.200.720,Dermatomycoses,"Skin Diseases, Infectious",Infections,NULL,NULL,2
Tinea,C,C01.150.703.302.720,Dermatomycoses,Mycoses,Bacterial Infections and Mycoses,Infections,NULL,2
Tinea,C,C17.800.838.208.883,Dermatomycoses,"Skin Diseases, Infectious",Skin Diseases,Skin and Connective Tissue Diseases,NULL,2
Tinea Versicolor,C,C17.800.838.208.941,Dermatomycoses,"Skin Diseases, Infectious",Skin Diseases,Skin and Connective Tissue Diseases,NULL,2
Tinea Versicolor,C,C01.150.703.302.860,Dermatomycoses,Mycoses,Bacterial Infections and Mycoses,Infections,NULL,2
Tinea Versicolor,C,C01.800.200.860,Dermatomycoses,"Skin Diseases, Infectious",Infections,NULL,NULL,2
Tongue Diseases,C,C07.465.910,Mouth Diseases,Stomatognathic Diseases,NULL,NULL,NULL,2
Tooth Abnormalities,C,C07.650.800,Stomatognathic System Abnormalities,Stomatognathic Diseases,NULL,NULL,NULL,2
Tooth Abnormalities,C,C07.793.700,Tooth Diseases,Stomatognathic Diseases,NULL,NULL,NULL,2
Tooth Abnormalities,C,C16.131.850.800,Stomatognathic System Abnormalities,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,2
Toothache,C,C07.793.929,Tooth Diseases,Stomatognathic Diseases,NULL,NULL,NULL,2
Toothache,C,C23.888.592.612.330.500,Facial Pain,Pain,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",2
"Toxoplasmosis, Cerebral",C,C10.228.228.205.300.800,Central Nervous System Protozoal Infections,Central Nervous System Parasitic Infections,Central Nervous System Infections,Central Nervous System Diseases,Nervous System Diseases,2
"Toxoplasmosis, Cerebral",C,C10.228.228.090.800,Brain Abscess,Central Nervous System Infections,Central Nervous System Diseases,Nervous System Diseases,NULL,2
"Toxoplasmosis, Cerebral",C,C10.228.140.116.800,Brain Abscess,Brain Diseases,Central Nervous System Diseases,Nervous System Diseases,NULL,2
"Toxoplasmosis, Cerebral",C,C01.830.025.160.800,Brain Abscess,Abscess,Suppuration,Infections,NULL,2
"Toxoplasmosis, Cerebral",C,C01.207.090.800,Brain Abscess,Central Nervous System Infections,Infections,NULL,NULL,2
"Toxoplasmosis, Cerebral",C,C01.207.205.300.800,Central Nervous System Protozoal Infections,Central Nervous System Parasitic Infections,Central Nervous System Infections,Infections,NULL,2
"Toxoplasmosis, Cerebral",C,C01.610.752.250.800.250,Toxoplasmosis,Coccidiosis,Protozoan Infections,Parasitic Diseases,Infections,2
"Toxoplasmosis, Cerebral",C,C01.610.105.300.800,Central Nervous System Protozoal Infections,Central Nervous System Parasitic Infections,Parasitic Diseases,Infections,NULL,2
"Toxoplasmosis, Congenital",C,C01.610.752.250.800.445,Toxoplasmosis,Coccidiosis,Protozoan Infections,Parasitic Diseases,Infections,2
"Toxoplasmosis, Congenital",C,C01.207.205.300.900,Central Nervous System Protozoal Infections,Central Nervous System Parasitic Infections,Central Nervous System Infections,Infections,NULL,2
"Toxoplasmosis, Congenital",C,C10.228.228.205.300.900,Central Nervous System Protozoal Infections,Central Nervous System Parasitic Infections,Central Nervous System Infections,Central Nervous System Diseases,Nervous System Diseases,2
"Toxoplasmosis, Congenital",C,C16.614.909,"Infant, Newborn, Diseases","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,NULL,2
Trematode Infections,C,C01.610.335.865,Helminthiasis,Parasitic Diseases,Infections,NULL,NULL,2
"Tuberculosis, Central Nervous System",C,C01.207.180.850,Central Nervous System Bacterial Infections,Central Nervous System Infections,Infections,NULL,NULL,2
"Tuberculosis, Central Nervous System",C,C01.150.252.410.040.552.846.570,Tuberculosis,Mycobacterium Infections,Actinomycetales Infections,Gram-Positive Bacterial Infections,Bacterial Infections,2
"Tuberculosis, Central Nervous System",C,C01.150.252.223.850,Central Nervous System Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,NULL,2
"Tuberculosis, Central Nervous System",C,C10.228.228.180.850,Central Nervous System Bacterial Infections,Central Nervous System Infections,Central Nervous System Diseases,Nervous System Diseases,NULL,2
"Tuberculosis, Gastrointestinal",C,C06.405.874,Gastrointestinal Diseases,Digestive System Diseases,NULL,NULL,NULL,2
"Tuberculosis, Gastrointestinal",C,C01.150.252.410.040.552.846.628,Tuberculosis,Mycobacterium Infections,Actinomycetales Infections,Gram-Positive Bacterial Infections,Bacterial Infections,2
Tuberous Sclerosis,C,C04.445.810,Hamartoma,Neoplasms,NULL,NULL,NULL,2
Tuberous Sclerosis,C,C04.700.700,"Neoplastic Syndromes, Hereditary",Neoplasms,NULL,NULL,NULL,2
Tuberous Sclerosis,C,C04.651.800,"Neoplasms, Multiple Primary",Neoplasms,NULL,NULL,NULL,2
Tuberous Sclerosis,C,C16.320.700.700,"Neoplastic Syndromes, Hereditary","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,2
Tuberous Sclerosis,C,C16.131.666.507.400.750,"Malformations of Cortical Development, Group I",Malformations of Cortical Development,Nervous System Malformations,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",2
Tuberous Sclerosis,C,C16.320.400.880,"Heredodegenerative Disorders, Nervous System","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,2
Tuberous Sclerosis,C,C10.500.507.400.750,"Malformations of Cortical Development, Group I",Malformations of Cortical Development,Nervous System Malformations,Nervous System Diseases,NULL,2
Tuberous Sclerosis,C,C10.562.850,Neurocutaneous Syndromes,Nervous System Diseases,NULL,NULL,NULL,2
Tuberous Sclerosis,C,C10.574.500.865,"Heredodegenerative Disorders, Nervous System",Neurodegenerative Diseases,Nervous System Diseases,NULL,NULL,2
Turner Syndrome,C,C12.706.316.795.750,Sex Chromosome Disorders of Sex Development,Disorders of Sex Development,Urogenital Abnormalities,Male Urogenital Diseases,NULL,2
Turner Syndrome,C,C12.706.316.309.872,Gonadal Dysgenesis,Disorders of Sex Development,Urogenital Abnormalities,Male Urogenital Diseases,NULL,2
Turner Syndrome,C,C14.280.400.980,"Heart Defects, Congenital",Heart Diseases,Cardiovascular Diseases,NULL,NULL,2
Turner Syndrome,C,C14.240.400.980,"Heart Defects, Congenital",Cardiovascular Abnormalities,Cardiovascular Diseases,NULL,NULL,2
Turner Syndrome,C,C13.351.875.253.795.750,Sex Chromosome Disorders of Sex Development,Disorders of Sex Development,Urogenital Abnormalities,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,2
Turner Syndrome,C,C13.351.875.253.309.872,Gonadal Dysgenesis,Disorders of Sex Development,Urogenital Abnormalities,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,2
Turner Syndrome,C,C16.320.180.830.835.750,Sex Chromosome Disorders of Sex Development,Sex Chromosome Disorders,Chromosome Disorders,"Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",2
Turner Syndrome,C,C16.131.939.316.795.750,Sex Chromosome Disorders of Sex Development,Disorders of Sex Development,Urogenital Abnormalities,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",2
Turner Syndrome,C,C16.131.939.316.309.872,Gonadal Dysgenesis,Disorders of Sex Development,Urogenital Abnormalities,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",2
Turner Syndrome,C,C16.131.260.830.835.750,Sex Chromosome Disorders of Sex Development,Sex Chromosome Disorders,Chromosome Disorders,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",2
Turner Syndrome,C,C16.131.240.400.970,"Heart Defects, Congenital",Cardiovascular Abnormalities,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,2
Turner Syndrome,C,C19.391.119.795.750,Sex Chromosome Disorders of Sex Development,Disorders of Sex Development,Gonadal Disorders,Endocrine System Diseases,NULL,2
Turner Syndrome,C,C19.391.119.309.872,Gonadal Dysgenesis,Disorders of Sex Development,Gonadal Disorders,Endocrine System Diseases,NULL,2
Tympanic Membrane Perforation,C,C09.218.903,Ear Diseases,Otorhinolaryngologic Diseases,NULL,NULL,NULL,2
Tympanic Membrane Perforation,C,C26.930,Wounds and Injuries,NULL,NULL,NULL,NULL,2
Ureteral Calculi,C,C23.300.175.850.750,Urinary Calculi,Calculi,"Pathological Conditions, Anatomical","Pathological Conditions, Signs and Symptoms",NULL,2
Ureteral Calculi,C,C13.351.968.725.938.500,Ureterolithiasis,Ureteral Diseases,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,2
Ureteral Calculi,C,C13.351.968.967.374.500,Ureterolithiasis,Urolithiasis,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,2
Ureteral Calculi,C,C13.351.968.967.500.851,Urinary Calculi,Urolithiasis,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,2
Ureteral Calculi,C,C12.777.967.500.851,Urinary Calculi,Urolithiasis,Urologic Diseases,Male Urogenital Diseases,NULL,2
Ureteral Calculi,C,C12.777.967.374.500,Ureterolithiasis,Urolithiasis,Urologic Diseases,Male Urogenital Diseases,NULL,2
Ureteral Calculi,C,C12.777.725.938.500,Ureterolithiasis,Ureteral Diseases,Urologic Diseases,Male Urogenital Diseases,NULL,2
"Urinary Bladder, Neurogenic",C,C12.777.829.839,Urinary Bladder Diseases,Urologic Diseases,Male Urogenital Diseases,NULL,NULL,2
"Urinary Bladder, Neurogenic",C,C10.597.900,Neurologic Manifestations,Nervous System Diseases,NULL,NULL,NULL,2
"Urinary Bladder, Neurogenic",C,C13.351.968.829.760,Urinary Bladder Diseases,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,2
"Urinary Bladder, Neurogenic",C,C23.888.592.900,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,NULL,2
Urinary Calculi,C,C13.351.968.967.500,Urolithiasis,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,2
Urinary Calculi,C,C12.777.967.500,Urolithiasis,Urologic Diseases,Male Urogenital Diseases,NULL,NULL,2
Urinary Calculi,C,C23.300.175.850,Calculi,"Pathological Conditions, Anatomical","Pathological Conditions, Signs and Symptoms",NULL,NULL,2
Urogenital Abnormalities,C,C16.131.939,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,NULL,2
Urogenital Abnormalities,C,C12.706,Male Urogenital Diseases,NULL,NULL,NULL,NULL,2
Urogenital Abnormalities,C,C13.351.875,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,NULL,2
Uterine Inertia,C,C13.703.420.288.728,Dystocia,Obstetric Labor Complications,Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,NULL,2
Varicocele,C,C14.907.903,Vascular Diseases,Cardiovascular Diseases,NULL,NULL,NULL,2
Varicocele,C,C12.294.936,"Genital Diseases, Male",Male Urogenital Diseases,NULL,NULL,NULL,2
"Vasculitis, Leukocytoclastic, Cutaneous",C,C14.907.940.910,Vasculitis,Vascular Diseases,Cardiovascular Diseases,NULL,NULL,2
"Vasculitis, Leukocytoclastic, Cutaneous",C,C20.543.520.910,Immune Complex Diseases,Hypersensitivity,Immune System Diseases,NULL,NULL,2
Ventricular Dysfunction,C,C14.280.945,Heart Diseases,Cardiovascular Diseases,NULL,NULL,NULL,2
Vertigo,C,C10.597.951,Neurologic Manifestations,Nervous System Diseases,NULL,NULL,NULL,2
Vertigo,C,C09.218.568.900.883,Vestibular Diseases,Labyrinth Diseases,Ear Diseases,Otorhinolaryngologic Diseases,NULL,2
Vertigo,C,C23.888.592.958,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,NULL,2
Viral Zoonoses,C,C01.925.933,Virus Diseases,Infections,NULL,NULL,NULL,2
Viral Zoonoses,C,C01.973.500,Zoonoses,Infections,NULL,NULL,NULL,2
Viral Zoonoses,C,C22.969.500,Zoonoses,Animal Diseases,NULL,NULL,NULL,2
"Vitreoretinopathy, Proliferative",C,C11.768.890,Retinal Diseases,Eye Diseases,NULL,NULL,NULL,2
Wallerian Degeneration,C,C23.550.737.750,Nerve Degeneration,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,2
Wiskott-Aldrich Syndrome,C,C15.378.100.100.970,"Blood Coagulation Disorders, Inherited",Blood Coagulation Disorders,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,2
Wiskott-Aldrich Syndrome,C,C20.673.795.875,Primary Immunodeficiency Diseases,Immunologic Deficiency Syndromes,Immune System Diseases,NULL,NULL,2
Wiskott-Aldrich Syndrome,C,C20.673.627.900,Lymphopenia,Immunologic Deficiency Syndromes,Immune System Diseases,NULL,NULL,2
Wiskott-Aldrich Syndrome,C,C16.320.099.970,"Blood Coagulation Disorders, Inherited","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,2
Wiskott-Aldrich Syndrome,C,C16.320.322.937,"Genetic Diseases, X-Linked","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,2
Wiskott-Aldrich Syndrome,C,C15.378.553.546.605.900,Lymphopenia,Leukopenia,Leukocyte Disorders,Hematologic Diseases,Hemic and Lymphatic Diseases,2
Wiskott-Aldrich Syndrome,C,C15.378.463.960,Hemorrhagic Disorders,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,2
Wiskott-Aldrich Syndrome,C,C16.320.798.875,Primary Immunodeficiency Diseases,"Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,2
"Abdomen, Acute",C,C23.888.592.612.054.200,Abdominal Pain,Pain,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",1
"Abdomen, Acute",C,C23.888.821.030.249,Abdominal Pain,"Signs and Symptoms, Digestive",Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,1
Abducens Nerve Diseases,C,C10.292.150,Cranial Nerve Diseases,Nervous System Diseases,NULL,NULL,NULL,1
"Abnormalities, Radiation-Induced",C,C16.131.080,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,NULL,1
"Abnormalities, Radiation-Induced",C,C26.733.031,Radiation Injuries,Wounds and Injuries,NULL,NULL,NULL,1
"Abortion, Habitual",C,C13.703.039.089,"Abortion, Spontaneous",Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,1
"Abortion, Threatened",C,C13.703.090,Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,NULL,1
"Abortion, Veterinary",C,C13.703.039.422,"Abortion, Spontaneous",Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,1
"Abortion, Veterinary",C,C22.021,Animal Diseases,NULL,NULL,NULL,NULL,1
Acanthosis Nigricans,C,C17.800.621.430.530.100,Melanosis,Hyperpigmentation,Pigmentation Disorders,Skin Diseases,Skin and Connective Tissue Diseases,1
Acid-Base Imbalance,C,C18.452.076,Metabolic Diseases,Nutritional and Metabolic Diseases,NULL,NULL,NULL,1
Actinomycosis,C,C01.150.252.410.040.137,Actinomycetales Infections,Gram-Positive Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,1
Activated Protein C Resistance,C,C15.378.925.050,Thrombophilia,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,1
Activated Protein C Resistance,C,C16.320.099.037,"Blood Coagulation Disorders, Inherited","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,1
Activated Protein C Resistance,C,C15.378.100.141.036,Coagulation Protein Disorders,Blood Coagulation Disorders,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,1
Activated Protein C Resistance,C,C15.378.100.100.037,"Blood Coagulation Disorders, Inherited",Blood Coagulation Disorders,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,1
Acute Radiation Syndrome,C,C26.733.188,Radiation Injuries,Wounds and Injuries,NULL,NULL,NULL,1
Acute Retroviral Syndrome,C,C20.673.480.044,HIV Infections,Immunologic Deficiency Syndromes,Immune System Diseases,NULL,NULL,1
Acute Retroviral Syndrome,C,C01.221.812.640.400.044,HIV Infections,"Sexually Transmitted Diseases, Viral",Sexually Transmitted Diseases,Communicable Diseases,Infections,1
Acute Retroviral Syndrome,C,C01.221.250.875.044,HIV Infections,Blood-Borne Infections,Communicable Diseases,Infections,NULL,1
Acute Retroviral Syndrome,C,C01.925.782.815.616.400.044,HIV Infections,Lentivirus Infections,Retroviridae Infections,RNA Virus Infections,Virus Diseases,1
Acute Retroviral Syndrome,C,C01.925.813.400.044,HIV Infections,"Sexually Transmitted Diseases, Viral",Virus Diseases,Infections,NULL,1
Acute Retroviral Syndrome,C,C01.778.640.400.044,HIV Infections,"Sexually Transmitted Diseases, Viral",Sexually Transmitted Diseases,Infections,NULL,1
Acute-On-Chronic Liver Failure,C,C06.552.308.500.750.249,"Liver Failure, Acute",Liver Failure,Hepatic Insufficiency,Liver Diseases,Digestive System Diseases,1
Adenocarcinoma of Lung,C,C04.588.894.797.520.055,Lung Neoplasms,Respiratory Tract Neoplasms,Thoracic Neoplasms,Neoplasms by Site,Neoplasms,1
Adenocarcinoma of Lung,C,C04.557.470.200.025.022,Adenocarcinoma,Carcinoma,"Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,1
"Adenocarcinoma, Clear Cell",C,C04.557.470.200.025.045,Adenocarcinoma,Carcinoma,"Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,1
"Adenoma, Oxyphilic",C,C04.557.470.035.140,Adenoma,"Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,NULL,1
Adenoviridae Infections,C,C01.925.256.076,DNA Virus Infections,Virus Diseases,Infections,NULL,NULL,1
Adrenocortical Hyperfunction,C,C19.053.800,Adrenal Gland Diseases,Endocrine System Diseases,NULL,NULL,NULL,1
Afibrinogenemia,C,C16.320.099.056,"Blood Coagulation Disorders, Inherited","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,1
Afibrinogenemia,C,C15.378.463.067,Hemorrhagic Disorders,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,1
Afibrinogenemia,C,C15.378.100.100.056,"Blood Coagulation Disorders, Inherited",Blood Coagulation Disorders,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,1
Afibrinogenemia,C,C15.378.100.141.072,Coagulation Protein Disorders,Blood Coagulation Disorders,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,1
Agammaglobulinemia,C,C15.378.147.142,Blood Protein Disorders,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,1
Agammaglobulinemia,C,C15.604.515.032,Lymphoproliferative Disorders,Lymphatic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,1
Agammaglobulinemia,C,C20.673.088,Immunologic Deficiency Syndromes,Immune System Diseases,NULL,NULL,NULL,1
Agenesis of Corpus Callosum,C,C23.300.008,"Pathological Conditions, Anatomical","Pathological Conditions, Signs and Symptoms",NULL,NULL,NULL,1
Agenesis of Corpus Callosum,C,C16.131.666.034,Nervous System Malformations,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,1
Agenesis of Corpus Callosum,C,C10.500.034,Nervous System Malformations,Nervous System Diseases,NULL,NULL,NULL,1
Airway Remodeling,C,C23.300.017,"Pathological Conditions, Anatomical","Pathological Conditions, Signs and Symptoms",NULL,NULL,NULL,1
Albinism,C,C18.452.648.100.102,"Amino Acid Metabolism, Inborn Errors","Metabolism, Inborn Errors",Metabolic Diseases,Nutritional and Metabolic Diseases,NULL,1
Albinism,C,C16.320.290.040,"Eye Diseases, Hereditary","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,1
Albinism,C,C16.320.565.100.102,"Amino Acid Metabolism, Inborn Errors","Metabolism, Inborn Errors","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,1
Albinism,C,C17.800.621.440.102,Hypopigmentation,Pigmentation Disorders,Skin Diseases,Skin and Connective Tissue Diseases,NULL,1
Albinism,C,C17.800.827.080,"Skin Diseases, Genetic",Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,1
Albinism,C,C16.320.850.080,"Skin Diseases, Genetic","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,1
Albinism,C,C11.270.040,"Eye Diseases, Hereditary",Eye Diseases,NULL,NULL,NULL,1
"Albinism, Oculocutaneous",C,C11.270.040.545,Albinism,"Eye Diseases, Hereditary",Eye Diseases,NULL,NULL,1
"Albinism, Oculocutaneous",C,C16.320.850.080.100,Albinism,"Skin Diseases, Genetic","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,1
"Albinism, Oculocutaneous",C,C17.800.827.080.100,Albinism,"Skin Diseases, Genetic",Skin Diseases,Skin and Connective Tissue Diseases,NULL,1
"Albinism, Oculocutaneous",C,C17.800.621.440.102.100,Albinism,Hypopigmentation,Pigmentation Disorders,Skin Diseases,Skin and Connective Tissue Diseases,1
"Albinism, Oculocutaneous",C,C16.320.565.100.102.100,Albinism,"Amino Acid Metabolism, Inborn Errors","Metabolism, Inborn Errors","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",1
"Albinism, Oculocutaneous",C,C16.320.290.040.100,Albinism,"Eye Diseases, Hereditary","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,1
"Albinism, Oculocutaneous",C,C18.452.648.100.102.100,Albinism,"Amino Acid Metabolism, Inborn Errors","Metabolism, Inborn Errors",Metabolic Diseases,Nutritional and Metabolic Diseases,1
Alopecia Areata,C,C17.800.329.937.122.147,Alopecia,Hypotrichosis,Hair Diseases,Skin Diseases,Skin and Connective Tissue Diseases,1
Alveolar Bone Loss,C,C05.116.264.150,Bone Resorption,Bone Diseases,Musculoskeletal Diseases,NULL,NULL,1
Alveolar Bone Loss,C,C07.465.714.354.500,Periodontal Atrophy,Periodontal Diseases,Mouth Diseases,Stomatognathic Diseases,NULL,1
"Anemia, Macrocytic",C,C15.378.071.252,Anemia,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,1
"Anemia, Megaloblastic",C,C15.378.071.252.196,"Anemia, Macrocytic",Anemia,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,1
"Anemia, Sideroblastic",C,C15.378.071.419,Anemia,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,1
"Anemia, Sideroblastic",C,C15.378.190.625.070,Myelodysplastic Syndromes,Bone Marrow Diseases,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,1
Angioid Streaks,C,C11.768.094,Retinal Diseases,Eye Diseases,NULL,NULL,NULL,1
Anisakiasis,C,C06.405.469.452.060,"Intestinal Diseases, Parasitic",Intestinal Diseases,Gastrointestinal Diseases,Digestive System Diseases,NULL,1
Anisakiasis,C,C01.610.335.508.700.100.060,Ascaridida Infections,Secernentea Infections,Nematode Infections,Helminthiasis,Parasitic Diseases,1
