Label,category,Vocabulary ID,Parent,GrandParent,n
Multiple Endocrine Neoplasia Type 1,C,C19.344.400.500,Multiple Endocrine Neoplasia,Endocrine Gland Neoplasms,1
Mummies,I,I01.076.368.584.500,Paleontology,"Anthropology, Physical",1
Murine pneumonia virus,B,B04.820.480.937.600.670.600.550,Pneumovirus,Pneumovirinae,1
Muromonab-CD3,D,D12.776.377.715.548.114.619.393.570,Immunoglobulin G,Immunoglobulin Isotypes,1
Muromonab-CD3,D,D12.776.377.715.548.114.224.284.570,"Antibodies, Monoclonal, Murine-Derived","Antibodies, Monoclonal",1
Muromonab-CD3,D,D12.776.124.486.485.114.224.075.570,"Antibodies, Monoclonal, Murine-Derived","Antibodies, Monoclonal",1
Muromonab-CD3,D,D12.776.124.486.485.114.619.393.570,Immunoglobulin G,Immunoglobulin Isotypes,1
Muromonab-CD3,D,D12.776.124.790.651.114.619.393.570,Immunoglobulin G,Immunoglobulin Isotypes,1
Muromonab-CD3,D,D12.776.124.790.651.114.224.075.570,"Antibodies, Monoclonal, Murine-Derived","Antibodies, Monoclonal",1
Muscarinic Agonists,D,D27.505.696.577.120.140.500,Cholinergic Agonists,Cholinergic Agents,1
Muscarinic Agonists,D,D27.505.519.625.120.140.500,Cholinergic Agonists,Cholinergic Agents,1
Muscle Relaxation,G,G11.427.494.554,Muscle Contraction,Musculoskeletal Physiological Phenomena,1
Muscle Strength Dynamometer,E,E07.230.460,Diagnostic Equipment,Equipment and Supplies,1
"Muscular Atrophy, Spinal",C,C10.574.562.500,Motor Neuron Disease,Neurodegenerative Diseases,1
"Muscular Atrophy, Spinal",C,C10.668.467.500,Motor Neuron Disease,Neuromuscular Diseases,1
"Muscular Atrophy, Spinal",C,C10.228.854.468,Spinal Cord Diseases,Central Nervous System Diseases,1
Muscular Dystrophies,C,C10.668.491.175.500,"Muscular Disorders, Atrophic",Muscular Diseases,1
Muscular Dystrophies,C,C16.320.577,"Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",1
Muscular Dystrophies,C,C05.651.534.500,"Muscular Disorders, Atrophic",Muscular Diseases,1
Musculoskeletal Physiological Phenomena,G,G11.427,Musculoskeletal and Neural Physiological Phenomena,NULL,1
Musculoskeletal System,A,A02,NULL,NULL,1
Mustard Gas,D,D02.455.526.728.468,Mustard Compounds,"Hydrocarbons, Halogenated",1
Mutant Chimeric Proteins,D,D12.776.602.500,Mutant Proteins,Proteins,1
MutL Protein Homolog 1,D,D08.811.074.766.500,MutL Proteins,DNA Repair Enzymes,1
MutL Protein Homolog 1,D,D08.811.277.040.025.215.500,MutL Proteins,Adenosine Triphosphatases,1
MutL Protein Homolog 1,D,D12.776.260.540.500,MutL Proteins,DNA-Binding Proteins,1
MutS Homolog 2 Protein,D,D12.776.260.556.750,MutS Proteins,DNA-Binding Proteins,1
MutS Homolog 2 Protein,D,D08.811.277.040.025.292.750,MutS Proteins,Adenosine Triphosphatases,1
MutS Homolog 2 Protein,D,D08.811.074.844.750,MutS Proteins,DNA Repair Enzymes,1
MutS Homolog 2 Protein,D,D12.776.624.664.700.130,Proto-Oncogene Proteins,Oncogene Proteins,1
MutS Homolog 3 Protein,D,D12.776.260.556.875,MutS Proteins,DNA-Binding Proteins,1
Mycobacteriaceae,B,B03.510.024.962,Actinobacteria,Gram-Positive Bacteria,1
Mycobacteriaceae,B,B03.510.460.400.410.552,"Gram-Positive Asporogenous Rods, Regular",Gram-Positive Asporogenous Rods,1
Mycobacterium xenopi,B,B03.510.460.400.410.552.552.720.950,Nontuberculous Mycobacteria,Mycobacterium,1
Mycobacterium xenopi,B,B03.510.024.962.500.720.950,Nontuberculous Mycobacteria,Mycobacterium,1
Mycolic Acids,D,D02.241.511.621,Hydroxy Acids,Carboxylic Acids,1
Mycolic Acids,D,D10.251.572,Fatty Acids,Lipids,1
Mycoplasma gallisepticum,B,B03.440.860.580.553.553.345,Mycoplasma,Mycoplasmataceae,1
Mycotoxins,D,D23.946.587,"Toxins, Biological",Biological Factors,1
Mydriasis,C,C11.710.570,Pupil Disorders,Eye Diseases,1
Myelography,E,E01.370.376.537.750.505,Neuroradiography,Neuroimaging,1
Myelography,E,E01.370.350.578.937.505,Neuroradiography,Neuroimaging,1
Myelography,E,E01.370.350.700.560.505,Neuroradiography,Radiography,1
Myelography,E,E05.629.937.505,Neuroradiography,Neuroimaging,1
Myeloid Cell Leukemia Sequence 1 Protein,D,D12.776.624.664.700.169.500,Proto-Oncogene Proteins c-bcl-2,Proto-Oncogene Proteins,1
Myeloid Cell Leukemia Sequence 1 Protein,D,D12.776.476.075.718.968,Proto-Oncogene Proteins c-bcl-2,Apoptosis Regulatory Proteins,1
Myeloid Cell Leukemia Sequence 1 Protein,D,D12.644.360.075.718.984,Proto-Oncogene Proteins c-bcl-2,Apoptosis Regulatory Proteins,1
Myeloid-Derived Suppressor Cells,A,A11.627.817,Myeloid Cells,Cells,1
Myocardial Stunning,C,C14.280.671,Heart Diseases,Cardiovascular Diseases,1
Myocardial Stunning,C,C23.888.582,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",1
"Myoelectric Complex, Migrating",G,G07.265.675.775,Membrane Potentials,Electrophysiological Phenomena,1
"Myoelectric Complex, Migrating",G,G10.261.360.570,Gastrointestinal Motility,Digestive System Physiological Phenomena,1
"Myoelectric Complex, Migrating",G,G11.427.494.730,Muscle Contraction,Musculoskeletal Physiological Phenomena,1
"Myoelectric Complex, Migrating",G,G11.561.570.837,Membrane Potentials,Nervous System Physiological Phenomena,1
Myofunctional Therapy,E,E06.603,Dentistry,NULL,1
Myofunctional Therapy,E,E02.779.933,Physical Therapy Modalities,Therapeutics,1
Myofunctional Therapy,E,E02.831.535.933,Physical Therapy Modalities,Rehabilitation,1
Myofunctional Therapy,E,E02.831.727.442,Rehabilitation of Speech and Language Disorders,Rehabilitation,1
Myofunctional Therapy,E,E02.760.169.063.500.727.442,Rehabilitation of Speech and Language Disorders,Rehabilitation,1
Myogenic Regulatory Factors,D,D12.776.930.125.750,Basic Helix-Loop-Helix Transcription Factors,Transcription Factors,1
Myogenic Regulatory Factors,D,D12.776.260.103.750,Basic Helix-Loop-Helix Transcription Factors,DNA-Binding Proteins,1
Myogenic Regulatory Factors,D,D12.776.210.500.570,Muscle Proteins,Contractile Proteins,1
Myoglobin,D,D12.776.210.500.588,Muscle Proteins,Contractile Proteins,1
Myoglobin,D,D12.776.422.316.940,Globins,Hemeproteins,1
Myo-Inositol-1-Phosphate Synthase,D,D08.811.399.430.500,Intramolecular Lyases,Isomerases,1
Myometrium,A,A10.690.467.500,"Muscle, Smooth",Muscles,1
Myometrium,A,A02.633.570.500,"Muscle, Smooth",Muscles,1
Myometrium,A,A05.360.319.679.690,Uterus,"Genitalia, Female",1
Myoviridae,B,B04.123.150.500,Caudovirales,Bacteriophages,1
Myoviridae,B,B04.280.090.500,Caudovirales,DNA Viruses,1
Myoviridae,B,B04.100.500,Archaeal Viruses,Viruses,1
Myristates,D,D10.251.640.610,Myristic Acids,Fatty Acids,1
Myristic Acids,D,D10.251.640,Fatty Acids,Lipids,1
Myxobolus,B,B01.050.500.308.550.500,Myxozoa,Cnidaria,1
Myxoma virus,B,B04.280.210.600.550,Leporipoxvirus,DNA Tumor Viruses,1
Myxoma virus,B,B04.280.650.160.500.550,Leporipoxvirus,Chordopoxvirinae,1
Myxoma virus,B,B04.613.204.600.550,Leporipoxvirus,DNA Tumor Viruses,1
"Myxomatosis, Infectious",C,C01.925.256.743.665,Poxviridae Infections,DNA Virus Infections,1
"Myxomatosis, Infectious",C,C22.627,Animal Diseases,NULL,1
Myxomycetes,B,B01.046.550.550,Mycetozoa,Amoebozoa,1
N95 Respirators,E,E07.325.877.750,Surgical Attire,"Equipment and Supplies, Hospital",1
N95 Respirators,E,E07.700.700.500,Respiratory Protective Devices,Protective Devices,1
N95 Respirators,E,E07.858.594.875,Surgical Attire,Surgical Equipment,1
N95 Respirators,J,J01.637.708.560.937.500,Respiratory Protective Devices,Personal Protective Equipment,1
NAD(P)H Dehydrogenase (Quinone),D,D08.811.682.608.800.500,Quinone Reductases,"NADH, NADPH Oxidoreductases",1
NADPH Oxidase 2,D,D08.811.682.608.575.875,NADPH Oxidases,"NADH, NADPH Oxidoreductases",1
NADPH Oxidase 2,D,D12.776.331.894.875,NADPH Oxidases,Flavoproteins,1
NADPH Oxidase 2,D,D12.776.543.653.875,NADPH Oxidases,Membrane Proteins,1
NADPH-Ferrihemoprotein Reductase,D,D08.811.682.608.191.500,Cytochrome Reductases,"NADH, NADPH Oxidoreductases",1
Nail Diseases,C,C17.800.529,Skin Diseases,Skin and Connective Tissue Diseases,1
Naja,B,B01.050.150.900.833.672.125.875.612,Elapidae,Alethinophidia,1
Nandrolone,D,D06.472.334.851.968.976,Testosterone Congeners,Gonadal Steroid Hormones,1
Nandrolone,D,D04.210.500.365.415.638,Estrenes,Estranes,1
Nandrolone Decanoate,D,D04.210.500.365.415.638.500,Nandrolone,Estrenes,1
Nandrolone Decanoate,D,D06.472.334.851.968.976.500,Nandrolone,Testosterone Congeners,1
Nanofibers,J,J01.637.512.300,Nanostructures,Manufactured Materials,1
Nanopore Sequencing,E,E05.393.760.560,Sequence Analysis,Genetic Techniques,1
Nanospheres,E,E07.595,Equipment and Supplies,NULL,1
Nanospheres,J,J01.637.512.600.612,Nanoparticles,Nanostructures,1
Nanotubes,J,J01.637.512.850,Nanostructures,Manufactured Materials,1
Nasal Obstruction,C,C08.460.525,Nose Diseases,Respiratory Tract Diseases,1
Nasal Obstruction,C,C09.603.525,Nose Diseases,Otorhinolaryngologic Diseases,1
Nasal Obstruction,C,C08.618.846.185.525,Airway Obstruction,Respiratory Insufficiency,1
Nasopharyngitis,C,C08.730.561.500,Pharyngitis,Respiratory Tract Infections,1
Nasopharyngitis,C,C09.775.350.700,Nasopharyngeal Diseases,Pharyngeal Diseases,1
Nasopharyngitis,C,C09.775.649.500,Pharyngitis,Pharyngeal Diseases,1
Nasopharyngitis,C,C07.550.781.500,Pharyngitis,Pharyngeal Diseases,1
Nasopharyngitis,C,C07.550.350.700,Nasopharyngeal Diseases,Pharyngeal Diseases,1
Nasopharyngitis,C,C01.748.561.500,Pharyngitis,Respiratory Tract Infections,1
"National Academies of Science, Engineering, and Medicine, U.S., Health and Medicine Division",N,N03.540.052.500.500,"National Academy of Sciences, U.S.",Academies and Institutes,1
"National Center for Health Statistics, U.S.",N,N03.540.348.500.500.600.650.225.260,"Centers for Disease Control and Prevention, U.S.",United States Public Health Service,1
"National Center for Health Statistics, U.S.",I,I01.409.418.750.600.650.200.260,"Centers for Disease Control and Prevention, U.S.",United States Public Health Service,1
"National Health Insurance, United States",N,N03.219.521.576.343.900,"Insurance, Health",Insurance,1
"National Health Insurance, United States",N,N03.349.550.610,National Health Programs,Health Planning,1
National Institute of Mental Health (U.S.),N,N03.540.348.500.500.600.650.496.460,National Institutes of Health (U.S.),United States Public Health Service,1
National Institute of Mental Health (U.S.),N,N03.540.052.750.460,National Institutes of Health (U.S.),Academies and Institutes,1
National Institute of Mental Health (U.S.),I,I01.409.418.750.600.650.496.460,National Institutes of Health (U.S.),United States Public Health Service,1
Natriuresis,G,G08.852.179.557,Diuresis,Urinary Tract Physiological Phenomena,1
Natriuretic Peptides,D,D06.472.699.584,Peptide Hormones,Hormones,1
Natriuretic Peptides,D,D12.644.548.585,Peptide Hormones,Peptides,1
Naturopathy,E,E02.190.655,Complementary Therapies,Therapeutics,1
NAV1.4 Voltage-Gated Sodium Channel,D,D12.776.543.585.400.875.750.400,Voltage-Gated Sodium Channels,Sodium Channels,1
NAV1.4 Voltage-Gated Sodium Channel,D,D12.776.543.550.450.875.750.400,Voltage-Gated Sodium Channels,Sodium Channels,1
NAV1.4 Voltage-Gated Sodium Channel,D,D12.776.210.500.675,Muscle Proteins,Contractile Proteins,1
NAV1.4 Voltage-Gated Sodium Channel,D,D12.776.157.530.400.875.750.400,Voltage-Gated Sodium Channels,Sodium Channels,1
NAV1.7 Voltage-Gated Sodium Channel,D,D12.776.157.530.400.875.750.700,Voltage-Gated Sodium Channels,Sodium Channels,1
NAV1.7 Voltage-Gated Sodium Channel,D,D12.776.543.550.450.875.750.700,Voltage-Gated Sodium Channels,Sodium Channels,1
NAV1.7 Voltage-Gated Sodium Channel,D,D12.776.543.585.400.875.750.700,Voltage-Gated Sodium Channels,Sodium Channels,1
NAV1.7 Voltage-Gated Sodium Channel,D,D12.776.631.960.700,Voltage-Gated Sodium Channels,Nerve Tissue Proteins,1
Near Drowning,C,C26.304.500,Drowning,Wounds and Injuries,1
Near Drowning,N,N06.850.135.696.500,Drowning,Accidents,1
Nebivolol,D,D02.092.063.291.503,Ethanolamines,Amino Alcohols,1
Nebivolol,D,D02.033.100.291.491,Ethanolamines,Amino Alcohols,1
Nebivolol,D,D03.633.100.150.755,Benzopyrans,"Heterocyclic Compounds, 2-Ring",1
Nebivolol,D,D03.383.663.283.755,Benzopyrans,Pyrans,1
Nebramycin,D,D09.408.051.476.600,Kanamycin,Aminoglycosides,1
Neck Injuries,C,C26.700,Wounds and Injuries,NULL,1
Negative Staining,E,E01.370.225.500.620.670.520,Staining and Labeling,Histocytological Preparation Techniques,1
Negative Staining,E,E01.370.225.750.600.670.520,Staining and Labeling,Histocytological Preparation Techniques,1
Negative Staining,E,E05.200.500.620.670.520,Staining and Labeling,Histocytological Preparation Techniques,1
Negative Staining,E,E05.200.750.600.670.520,Staining and Labeling,Histocytological Preparation Techniques,1
Negative-Pressure Wound Therapy,E,E04.987.550,Wound Closure Techniques,"Surgical Procedures, Operative",1
Negative-Pressure Wound Therapy,E,E04.237.444,Drainage,"Surgical Procedures, Operative",1
Negative-Pressure Wound Therapy,E,E02.309.610,Drainage,Therapeutics,1
"Neisseria meningitidis, Serogroup Y",B,B03.660.075.525.520.500.820,Neisseria meningitidis,Neisseria,1
"Neisseria meningitidis, Serogroup Y",B,B03.440.400.425.550.550.641.820,Neisseria meningitidis,Neisseria,1
Neomycin,D,D09.408.051.623,Aminoglycosides,Glycosides,1
"Neoplasm Regression, Spontaneous",C,C04.697.670,Neoplastic Processes,Neoplasms,1
"Neoplasm Regression, Spontaneous",C,C23.550.727.670,Neoplastic Processes,Pathologic Processes,1
"Neoplasm Regression, Spontaneous",G,G16.767.500,"Remission, Spontaneous",Biological Phenomena,1
"Neoplasm, Residual",C,C23.550.727.700,Neoplastic Processes,Pathologic Processes,1
"Neoplasm, Residual",C,C04.697.700,Neoplastic Processes,Neoplasms,1
"Neoplasms, Cystic, Mucinous, and Serous",C,C04.557.470.590,"Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,1
"Neoplasms, Gonadal Tissue",C,C04.557.475,Neoplasms by Histologic Type,Neoplasms,1
"Neoplastic Cells, Circulating",C,C04.697.650.900,Neoplasm Metastasis,Neoplastic Processes,1
"Neoplastic Cells, Circulating",A,A11.642,Cells,NULL,1
"Neoplastic Cells, Circulating",C,C23.550.727.650.900,Neoplasm Metastasis,Neoplastic Processes,1
Nepeta,B,B01.650.940.800.575.912.250.583.520.538,Lamiaceae,Lamiales,1
Nephrolithiasis,C,C12.777.967.249,Urolithiasis,Urologic Diseases,1
Nephrolithiasis,C,C12.777.419.600,Kidney Diseases,Urologic Diseases,1
Nephrolithiasis,C,C13.351.968.419.600,Kidney Diseases,Urologic Diseases,1
Nephrolithiasis,C,C13.351.968.967.249,Urolithiasis,Urologic Diseases,1
Nephrosclerosis,C,C13.351.968.419.610,Kidney Diseases,Urologic Diseases,1
Nephrosclerosis,C,C12.777.419.610,Kidney Diseases,Urologic Diseases,1
Nerve Growth Factor,D,D12.644.276.860.437,Nerve Growth Factors,Intercellular Signaling Peptides and Proteins,1
Nerve Growth Factor,D,D23.529.850.437,Nerve Growth Factors,Intercellular Signaling Peptides and Proteins,1
Nerve Growth Factor,D,D12.776.631.600.437,Nerve Growth Factors,Nerve Tissue Proteins,1
Nerve Growth Factor,D,D12.776.467.860.437,Nerve Growth Factors,Intercellular Signaling Peptides and Proteins,1
Nerve Growth Factors,D,D12.776.467.860,Intercellular Signaling Peptides and Proteins,Proteins,1
Nerve Growth Factors,D,D12.776.631.600,Nerve Tissue Proteins,Proteins,1
Nerve Growth Factors,D,D23.529.850,Intercellular Signaling Peptides and Proteins,Biological Factors,1
Nerve Growth Factors,D,D12.644.276.860,Intercellular Signaling Peptides and Proteins,Peptides,1
Nerve Tissue,A,A10.755,Tissues,NULL,1
Nervous System Physiological Phenomena,G,G11.561,Musculoskeletal and Neural Physiological Phenomena,NULL,1
Nesting Behavior,F,F01.145.113.252.478,Consummatory Behavior,"Behavior, Animal",1
Netrin-1,D,D12.644.276.860.494.500,Netrins,Nerve Growth Factors,1
Netrin-1,D,D23.529.850.494.500,Netrins,Nerve Growth Factors,1
Netrin-1,D,D23.125.842.500,Netrins,Chemotactic Factors,1
Netrin-1,D,D12.776.631.600.494.500,Netrins,Nerve Growth Factors,1
Netrin-1,D,D12.776.860.300.731.500,Netrins,Extracellular Matrix Proteins,1
Netrin-1,D,D12.776.467.860.494.500,Netrins,Nerve Growth Factors,1
Neural Cell Adhesion Molecules,D,D12.776.543.550.200.250.520,"Cell Adhesion Molecules, Neuronal",Cell Adhesion Molecules,1
Neural Cell Adhesion Molecules,D,D23.050.301.350.250.520,"Cell Adhesion Molecules, Neuronal",Cell Adhesion Molecules,1
Neural Cell Adhesion Molecules,D,D12.776.395.550.200.250.520,"Cell Adhesion Molecules, Neuronal",Cell Adhesion Molecules,1
Neural Crest,A,A16.627,Embryonic Structures,NULL,1
Neural Inhibition,G,G07.265.755,Electrophysiological Phenomena,Physiological Phenomena,1
Neural Inhibition,G,G11.561.616,Nervous System Physiological Phenomena,Musculoskeletal and Neural Physiological Phenomena,1
Neural Stem Cells,A,A11.872.653,Stem Cells,Cells,1
Neural Tube,A,A16.630,Embryonic Structures,NULL,1
Neurasthenia,F,F03.875.600,Somatoform Disorders,Mental Disorders,1
Neuregulin-1,D,D12.644.276.860.550.750,Neuregulins,Nerve Growth Factors,1
Neuregulin-1,D,D12.776.631.600.550.750,Neuregulins,Nerve Growth Factors,1
Neuregulin-1,D,D12.776.467.860.550.750,Neuregulins,Nerve Growth Factors,1
Neuregulin-1,D,D23.529.850.550.750,Neuregulins,Nerve Growth Factors,1
Neurocan,D,D12.776.543.550.200.250.520.789,Neural Cell Adhesion Molecules,"Cell Adhesion Molecules, Neuronal",1
Neurocan,D,D12.776.503.280.437.450,Hyalectins,"Lectins, C-Type",1
Neurocan,D,D23.050.301.350.250.520.789,Neural Cell Adhesion Molecules,"Cell Adhesion Molecules, Neuronal",1
Neurocan,D,D12.776.395.550.200.250.520.789,Neural Cell Adhesion Molecules,"Cell Adhesion Molecules, Neuronal",1
Neurocan,D,D12.776.395.650.750.687.450,Hyalectins,Chondroitin Sulfate Proteoglycans,1
Neurocutaneous Syndromes,C,C10.562,Nervous System Diseases,NULL,1
Neurocutaneous Syndromes,C,C17.800.827.250.712,Ectodermal Dysplasia,"Skin Diseases, Genetic",1
Neurocutaneous Syndromes,C,C17.800.804.350.712,Ectodermal Dysplasia,Skin Abnormalities,1
Neurocutaneous Syndromes,C,C16.320.850.250.712,Ectodermal Dysplasia,"Skin Diseases, Genetic",1
Neurocutaneous Syndromes,C,C16.131.831.350.712,Ectodermal Dysplasia,Skin Abnormalities,1
Neurocutaneous Syndromes,C,C16.131.077.350.712,Ectodermal Dysplasia,"Abnormalities, Multiple",1
Neurodermatitis,C,C17.800.815.660,"Skin Diseases, Eczematous",Skin Diseases,1
Neurodermatitis,C,C17.800.174.660,Dermatitis,Skin Diseases,1
Neurofibromatosis 2,C,C16.320.700.633.655,Neurofibromatoses,"Neoplastic Syndromes, Hereditary",1
Neurofibromatosis 2,C,C16.320.400.560.700,Neurofibromatoses,"Heredodegenerative Disorders, Nervous System",1
Neurofibromatosis 2,C,C10.562.600.750,Neurofibromatoses,Neurocutaneous Syndromes,1
Neurofibromatosis 2,C,C10.574.500.549.700,Neurofibromatoses,"Heredodegenerative Disorders, Nervous System",1
Neurofibromatosis 2,C,C09.647.675.500,"Neuroma, Acoustic",Otorhinolaryngologic Neoplasms,1
Neurofibromatosis 2,C,C09.218.807.800.675.500,"Neuroma, Acoustic",Vestibulocochlear Nerve Diseases,1
Neurofibromatosis 2,C,C10.292.225.750.500,"Neuroma, Acoustic",Cranial Nerve Neoplasms,1
Neurofibromatosis 2,C,C10.292.910.600.500,"Neuroma, Acoustic",Vestibulocochlear Nerve Diseases,1
Neurofibromatosis 2,C,C04.700.631.655,Neurofibromatoses,"Neoplastic Syndromes, Hereditary",1
Neurofibromatosis 2,C,C04.557.580.600.580.590.655,Neurofibromatoses,Neurofibroma,1
Neurofibromatosis 2,C,C04.557.580.600.610.595.610.500,"Neuroma, Acoustic",Neurilemmoma,1
Neurofibromatosis 2,C,C04.557.465.625.650.595.610.500,"Neuroma, Acoustic",Neurilemmoma,1
Neurogenesis,G,G07.345.500.325.377.687,Organogenesis,Embryonic and Fetal Development,1
Neurogenesis,G,G08.686.784.170.450.500,Organogenesis,Embryonic and Fetal Development,1
Neurogenesis,G,G04.152.912,Cell Differentiation,Cell Physiological Phenomena,1
Neurogenesis,G,G11.561.620,Nervous System Physiological Phenomena,Musculoskeletal and Neural Physiological Phenomena,1
Neurogranin,D,D12.776.157.142.500,Calmodulin-Binding Proteins,Carrier Proteins,1
Neurogranin,D,D12.776.631.640,Nerve Tissue Proteins,Proteins,1
"Neurons, Afferent",A,A11.671.650,Neurons,Cells,1
"Neurons, Afferent",A,A08.675.650,Neurons,Nervous System,1
Neuropharmacology,H,H02.628.280,Pharmacology,Health Occupations,1
Neuropharmacology,H,H01.158.610.208,Neurosciences,Biological Science Disciplines,1
Neuropharmacology,H,H01.158.703.030,Pharmacology,Biological Science Disciplines,1
Neurophysiology,H,H01.158.610.268,Neurosciences,Biological Science Disciplines,1
Neurophysiology,H,H01.158.782.562,Physiology,Biological Science Disciplines,1
Neuropsychiatry,H,H02.403.690.754,Psychiatry,Medicine,1
Neuropsychiatry,F,F04.096.544.504,Psychiatry,Behavioral Sciences,1
Neuropsychology,F,F04.096.795.600,Psychophysiology,Behavioral Sciences,1
Neuropsychology,H,H01.158.782.795.110,Psychophysiology,Physiology,1
Neurotrophin 3,D,D12.776.631.600.775,Nerve Growth Factors,Nerve Tissue Proteins,1
Neurotrophin 3,D,D12.776.467.860.775,Nerve Growth Factors,Intercellular Signaling Peptides and Proteins,1
Neurotrophin 3,D,D23.529.850.775,Nerve Growth Factors,Intercellular Signaling Peptides and Proteins,1
Neurotrophin 3,D,D12.644.276.860.775,Nerve Growth Factors,Intercellular Signaling Peptides and Proteins,1
Neutrophil Infiltration,G,G12.632,Immune System Phenomena,NULL,1
"Nevus, Blue",C,C04.557.665.560.615.550,"Nevus, Pigmented",Nevus,1
New Caledonia,Z,Z01.639.760.590.620,Melanesia,Pacific Islands,1
Newcastle Disease,C,C01.925.782.580.600.080.600,Avulavirus Infections,Paramyxoviridae Infections,1
Newcastle Disease,C,C22.131.630,Bird Diseases,Animal Diseases,1
Newcastle disease virus,B,B04.820.480.937.600.650.070.600,Avulavirus,Paramyxovirinae,1
Newfoundland and Labrador,Z,Z01.107.567.176.540,Canada,North America,1
NFI Transcription Factors,D,D12.776.260.605,DNA-Binding Proteins,Proteins,1
NFI Transcription Factors,D,D12.776.930.612,Transcription Factors,Proteins,1
Nigericin,D,D03.383.312.634,Furans,"Heterocyclic Compounds, 1-Ring",1
Nigericin,D,D03.383.663.620,Pyrans,"Heterocyclic Compounds, 1-Ring",1
NIMA-Related Kinases,D,D12.776.167.457,Cell Cycle Proteins,Proteins,1
NIMA-Related Kinases,D,D08.811.913.696.620.682.700.581,Protein-Serine-Threonine Kinases,Protein Kinases,1
Nipah Virus,B,B04.820.480.937.600.650.400.550,Henipavirus,Paramyxovirinae,1
Nitrendipine,D,D03.383.725.203.590,Dihydropyridines,Pyridines,1
Nitrobenzoates,D,D02.241.223.100.600,Benzoates,"Acids, Carbocyclic",1
Nitrobenzoates,D,D02.455.426.559.389.127.650,Benzoates,Benzene Derivatives,1
Nitroblue Tetrazolium,D,D03.383.129.617.700.500,Tetrazolium Salts,Tetrazoles,1
Nitrofurantoin,D,D02.640.600.566,Nitrofurans,Nitro Compounds,1
Nitrofurantoin,D,D03.383.312.649.566,Nitrofurans,Furans,1
Nitrofurazone,D,D03.383.312.649.691,Nitrofurans,Furans,1
Nitrofurazone,D,D02.640.600.691,Nitrofurans,Nitro Compounds,1
Nitrogen Fixation,G,G16.500.768.600,Nitrogen Cycle,Ecological and Environmental Phenomena,1
Nitrogen Fixation,G,G02.111.071.630,Autotrophic Processes,Biochemical Phenomena,1
Nitrogen Fixation,G,G02.607.560.750,Nitrogen Cycle,Organic Chemistry Phenomena,1
Nitrogen Fixation,G,G03.087.630,Autotrophic Processes,Metabolism,1
Nitrogen Fixation,G,G02.111.587.750,Nitrogen Cycle,Biochemical Phenomena,1
Nitrogen Fixation,G,G06.625,Microbiological Phenomena,NULL,1
Nitrogen Isotopes,D,D01.268.604.500,Nitrogen,Elements,1
Nitrogen Isotopes,D,D01.496.586,Isotopes,Inorganic Chemicals,1
Nitrogen Isotopes,D,D01.362.625.500,Nitrogen,Gases,1
Nitrogenous Group Transferases,D,D08.811.913.477,Transferases,Enzymes,1
Nivolumab,D,D12.776.377.715.548.114.224.200.829,"Antibodies, Monoclonal, Humanized","Antibodies, Monoclonal",1
Nivolumab,D,D12.776.124.790.651.114.224.060.829,"Antibodies, Monoclonal, Humanized","Antibodies, Monoclonal",1
Nivolumab,D,D12.776.124.486.485.114.224.060.829,"Antibodies, Monoclonal, Humanized","Antibodies, Monoclonal",1
NK Cell Lectin-Like Receptor Subfamily D,D,D12.776.543.750.705.895.800.820,"Receptors, NK Cell Lectin-Like","Receptors, Natural Killer Cell",1
N-Methylscopolamine,D,D03.132.889.601.550,Scopolamine Derivatives,Tropanes,1
N-Methylscopolamine,D,D03.605.084.500.722.822.550,Scopolamine Derivatives,Tropanes,1
N-Methylscopolamine,D,D03.605.869.822.550,Scopolamine Derivatives,Tropanes,1
N-Methylscopolamine,D,D02.145.074.722.822.550,Scopolamine Derivatives,Tropanes,1
Nobel Prize,K,K01.150.567,Awards and Prizes,Humanities,1
Nociception,F,F02.463.593.504.500,Pain Perception,Perception,1
Nod1 Signaling Adaptor Protein,D,D12.776.157.057.006.249,CARD Signaling Adaptor Proteins,"Adaptor Proteins, Signal Transducing",1
Nod1 Signaling Adaptor Protein,D,D12.776.157.057.078.249,Nod Signaling Adaptor Proteins,"Adaptor Proteins, Signal Transducing",1
Nod1 Signaling Adaptor Protein,D,D12.644.360.024.131.249,CARD Signaling Adaptor Proteins,"Adaptor Proteins, Signal Transducing",1
Nod1 Signaling Adaptor Protein,D,D12.644.360.024.313.249,Nod Signaling Adaptor Proteins,"Adaptor Proteins, Signal Transducing",1
Nod1 Signaling Adaptor Protein,D,D12.644.360.075.358.249,CARD Signaling Adaptor Proteins,Apoptosis Regulatory Proteins,1
Nod1 Signaling Adaptor Protein,D,D12.644.360.539.500.249,Nod Signaling Adaptor Proteins,NLR Proteins,1
Nod1 Signaling Adaptor Protein,D,D12.776.476.075.358.249,CARD Signaling Adaptor Proteins,Apoptosis Regulatory Proteins,1
Nod1 Signaling Adaptor Protein,D,D12.776.476.024.391.249,Nod Signaling Adaptor Proteins,"Adaptor Proteins, Signal Transducing",1
Nod1 Signaling Adaptor Protein,D,D12.776.476.024.139.249,CARD Signaling Adaptor Proteins,"Adaptor Proteins, Signal Transducing",1
Nonmuscle Myosin Type IIA,D,D12.776.210.500.600.470.374,Myosin Type II,Myosins,1
